,satisfaction_level,last_evaluation_score,project_count,average_monthly_hours,years_of_working,workplace_acciedent_count,employment_status,promotion_last_5years,department,salary_range,Score_variance
429,0.41,0.52,2,127,3,1,1,0,support,low,0.11000000000000004
431,0.41,0.57,2,160,3,0,1,0,support,low,0.15999999999999998
432,0.44,0.51,2,150,3,0,1,0,support,low,0.07
434,0.1,0.84,6,309,4,0,1,0,support,low,0.74
435,0.41,0.47,2,135,3,0,1,0,support,low,0.06
436,0.11,0.85,6,261,4,0,1,0,support,low,0.74
437,0.43,0.53,2,160,3,0,1,0,support,low,0.10000000000000003
438,0.77,0.9,4,237,5,0,1,0,support,low,0.13
439,0.41,0.52,2,136,3,0,1,0,technical,low,0.11000000000000004
440,0.41,0.48,2,139,3,0,1,0,technical,low,0.07
441,0.36,0.78,2,151,4,0,1,0,technical,low,0.42000000000000004
442,0.77,1.0,5,229,5,0,1,0,management,low,0.22999999999999998
443,0.81,0.98,5,245,5,0,1,0,IT,low,0.16999999999999993
444,0.39,0.54,2,127,3,0,1,0,IT,low,0.15000000000000002
445,0.09,0.94,6,283,5,0,1,0,IT,low,0.85
446,0.44,0.46,2,143,3,0,1,0,IT,low,0.020000000000000018
447,0.1,0.84,5,298,4,0,1,0,IT,low,0.74
448,0.36,0.48,2,159,3,0,1,0,product_mng,low,0.12
449,0.81,0.92,5,239,5,0,1,0,product_mng,low,0.10999999999999999
450,0.81,0.9,4,226,5,0,1,0,product_mng,medium,0.08999999999999997
451,0.85,0.98,5,248,5,0,1,0,product_mng,medium,0.13
452,0.1,0.87,6,286,4,0,1,0,IT,medium,0.77
453,0.37,0.54,2,145,3,0,1,0,RandD,medium,0.17000000000000004
454,0.09,0.97,7,254,4,1,1,0,RandD,medium,0.88
455,0.44,0.53,2,127,3,0,1,0,RandD,medium,0.09000000000000002
456,0.86,0.93,5,223,5,0,1,0,RandD,medium,0.07000000000000006
457,0.77,1.0,4,255,5,0,1,0,RandD,medium,0.22999999999999998
458,0.41,0.48,2,136,3,0,1,0,marketing,medium,0.07
459,0.4,0.48,2,137,3,0,1,0,sales,medium,0.07999999999999996
460,0.43,0.49,2,135,3,0,1,0,accounting,medium,0.06
461,0.43,0.5,2,137,3,0,1,0,support,medium,0.07
462,0.8,0.53,3,255,5,0,1,0,technical,high,-0.27
463,0.8,0.85,4,273,5,0,1,0,management,low,0.04999999999999993
464,0.82,0.98,5,234,5,0,1,0,marketing,medium,0.16000000000000003
465,0.37,0.54,2,152,3,0,1,0,marketing,medium,0.17000000000000004
466,0.37,0.48,2,134,3,0,1,0,marketing,medium,0.10999999999999999
467,0.09,0.95,6,292,4,0,1,0,sales,medium,0.86
468,0.9,0.92,5,245,5,0,1,0,sales,low,0.020000000000000018
469,0.41,0.52,2,159,3,0,1,0,sales,low,0.11000000000000004
470,0.1,0.85,6,260,4,0,1,0,sales,low,0.75
471,0.44,0.53,2,149,3,0,1,0,sales,low,0.09000000000000002
472,0.89,0.85,5,266,5,0,1,0,sales,low,-0.040000000000000036
473,0.42,0.56,2,149,3,0,1,0,sales,low,0.14000000000000007
474,0.87,1.0,5,242,5,0,1,0,sales,low,0.13
475,0.45,0.57,2,134,3,0,1,0,sales,low,0.11999999999999994
476,0.11,0.87,5,271,4,0,1,0,sales,low,0.76
477,0.09,0.79,6,275,4,0,1,0,sales,low,0.7000000000000001
478,0.76,0.83,5,227,5,0,1,0,sales,low,0.06999999999999995
479,0.11,0.96,7,277,5,0,1,0,sales,low,0.85
480,0.37,0.49,2,151,3,0,1,0,sales,low,0.12
481,0.1,0.79,6,274,4,0,1,0,sales,low,0.6900000000000001
483,0.42,0.54,2,143,3,1,1,0,sales,low,0.12000000000000005
484,0.38,0.52,2,145,3,0,1,0,sales,low,0.14
485,0.32,0.95,5,172,2,0,1,0,sales,low,0.6299999999999999
486,0.38,0.49,2,135,3,0,1,0,accounting,low,0.10999999999999999
487,0.19,1.0,4,192,4,0,1,0,accounting,low,0.81
488,0.1,0.83,7,276,4,0,1,0,accounting,low,0.73
489,0.76,0.88,4,206,4,0,1,0,hr,medium,0.12
491,0.39,0.51,2,151,3,0,1,0,hr,medium,0.12
492,0.11,0.83,6,244,4,0,1,0,hr,medium,0.72
493,0.1,0.94,6,309,4,0,1,0,technical,medium,0.84
494,0.84,1.0,5,218,5,0,1,0,technical,medium,0.16000000000000003
496,0.1,0.82,6,244,4,0,1,0,technical,medium,0.72
497,0.59,0.49,7,263,4,0,1,0,technical,medium,-0.09999999999999998
498,0.44,0.48,2,143,3,0,1,0,technical,medium,0.03999999999999998
499,0.89,0.95,2,181,5,0,1,0,technical,medium,0.05999999999999994
500,0.91,0.84,5,265,5,0,1,0,technical,medium,-0.07000000000000006
501,0.66,0.57,5,161,5,0,1,0,technical,high,-0.09000000000000008
502,0.11,0.87,7,282,5,0,1,0,technical,low,0.76
503,0.43,0.51,2,155,3,0,1,0,technical,medium,0.08000000000000002
505,0.11,0.97,6,289,5,0,1,0,support,medium,0.86
506,0.83,0.98,4,259,5,0,1,0,support,medium,0.15000000000000002
507,0.39,0.54,2,158,3,0,1,0,support,low,0.15000000000000002
508,0.38,0.55,2,158,3,0,1,0,support,low,0.17000000000000004
509,0.37,0.57,2,155,3,0,1,0,support,low,0.19999999999999996
510,0.44,0.48,2,146,3,0,1,0,support,low,0.03999999999999998
511,0.53,0.85,2,164,5,0,1,0,support,low,0.31999999999999995
512,0.09,0.96,6,259,4,0,1,0,support,low,0.87
513,0.11,0.89,6,293,4,0,1,0,support,low,0.78
514,0.83,0.96,5,275,5,0,1,0,support,low,0.13
516,0.1,0.89,6,247,4,0,1,0,technical,low,0.79
517,0.09,0.86,7,309,4,0,1,0,technical,low,0.77
518,0.44,0.54,2,151,3,0,1,0,management,low,0.10000000000000003
519,0.39,0.51,2,129,3,0,1,0,IT,low,0.12
520,0.87,0.94,4,274,5,0,1,0,IT,low,0.06999999999999995
521,0.74,0.99,4,233,5,0,1,0,IT,low,0.25
522,0.1,0.95,7,289,4,0,1,0,IT,low,0.85
524,0.75,0.99,5,221,5,0,1,0,product_mng,low,0.24
525,0.41,0.56,2,150,3,0,1,0,product_mng,low,0.15000000000000008
526,0.41,0.45,2,144,3,1,1,0,product_mng,low,0.040000000000000036
527,0.09,0.9,7,289,4,0,1,0,product_mng,low,0.81
528,0.09,0.8,6,301,5,0,1,0,IT,medium,0.7100000000000001
529,0.39,0.57,2,145,3,0,1,0,accounting,medium,0.17999999999999994
530,0.4,0.56,2,137,3,0,1,0,accounting,medium,0.16000000000000003
531,0.37,0.54,2,131,3,1,1,0,hr,medium,0.17000000000000004
532,0.1,0.84,6,246,4,0,1,0,hr,medium,0.74
533,0.43,0.51,2,136,3,0,1,0,hr,medium,0.08000000000000002
535,0.37,0.56,2,156,3,0,1,0,sales,medium,0.19000000000000006
536,0.11,0.85,6,305,4,0,1,0,accounting,medium,0.74
537,0.45,0.45,2,154,3,1,1,0,support,medium,0.0
538,0.87,1.0,5,261,5,1,1,0,technical,medium,0.13
539,0.11,0.94,7,244,4,0,1,0,management,medium,0.83
540,0.45,0.54,2,129,3,0,1,0,marketing,high,0.09000000000000002
541,0.81,0.87,4,254,5,0,1,0,marketing,low,0.05999999999999994
542,0.77,0.91,5,236,5,0,1,0,marketing,medium,0.14
543,0.89,0.92,5,237,5,0,1,0,sales,medium,0.030000000000000027
544,0.43,0.49,2,135,3,0,1,0,sales,medium,0.06
545,0.78,1.0,5,236,5,0,1,0,sales,medium,0.21999999999999997
546,0.37,0.47,2,149,3,0,1,0,sales,low,0.09999999999999998
547,0.37,0.5,2,141,3,0,1,0,sales,low,0.13
548,0.85,0.82,4,270,5,0,1,0,sales,low,-0.030000000000000027
549,0.41,0.47,2,138,3,0,1,0,sales,low,0.06
550,0.11,0.96,6,298,4,0,1,0,sales,low,0.85
551,0.75,0.99,5,254,5,0,1,0,sales,low,0.24
552,0.82,0.85,5,248,5,0,1,0,sales,low,0.030000000000000027
554,0.43,0.53,2,150,3,0,1,0,sales,low,0.10000000000000003
555,0.1,0.9,7,281,4,0,1,0,sales,low,0.8
556,0.46,0.48,2,141,3,1,1,0,sales,low,0.019999999999999962
557,0.43,0.57,2,157,3,0,1,0,sales,low,0.13999999999999996
558,0.43,0.55,2,136,3,0,1,0,sales,low,0.12000000000000005
559,0.11,0.8,7,296,4,0,1,0,sales,low,0.6900000000000001
560,0.09,0.86,6,279,4,0,1,0,sales,low,0.77
561,0.37,0.53,2,131,3,0,1,0,sales,low,0.16000000000000003
562,0.4,0.57,2,160,3,0,1,0,accounting,low,0.16999999999999993
563,0.1,0.77,7,291,4,0,1,0,accounting,low,0.67
564,0.41,0.53,2,157,3,0,1,0,accounting,low,0.12000000000000005
565,0.79,0.58,3,294,4,0,1,0,hr,low,-0.21000000000000008
566,0.11,0.79,7,310,4,0,1,0,hr,low,0.68
567,0.1,0.97,6,282,4,0,1,0,hr,medium,0.87
568,0.44,0.51,2,134,3,0,1,0,hr,medium,0.07
569,0.25,0.46,4,214,4,0,1,0,technical,medium,0.21000000000000002
570,0.44,0.52,2,137,3,0,1,0,technical,medium,0.08000000000000002
571,0.73,1.0,4,252,5,0,1,0,technical,medium,0.27
573,0.36,0.47,2,148,3,0,1,0,technical,medium,0.10999999999999999
574,0.37,0.49,2,151,3,0,1,0,technical,medium,0.12
575,0.39,0.49,2,129,3,0,1,0,technical,medium,0.09999999999999998
576,0.48,0.78,2,198,2,0,1,0,technical,medium,0.30000000000000004
578,0.9,0.96,5,243,5,0,1,0,technical,medium,0.05999999999999994
579,0.39,0.55,2,159,3,0,1,0,technical,high,0.16000000000000003
580,0.44,0.51,2,145,3,0,1,0,support,low,0.07
581,0.81,0.88,5,242,5,0,1,0,support,medium,0.06999999999999995
582,0.74,0.87,5,242,5,0,1,0,support,medium,0.13
583,0.44,0.56,2,145,3,0,1,0,support,medium,0.12000000000000005
584,0.41,0.56,2,154,3,0,1,1,support,medium,0.15000000000000008
585,0.4,0.51,2,139,3,0,1,0,support,low,0.10999999999999999
586,0.46,0.57,2,152,3,0,1,0,support,low,0.10999999999999993
587,0.8,0.83,2,211,3,0,1,0,support,low,0.029999999999999916
588,0.87,0.9,5,258,5,0,1,0,support,low,0.030000000000000027
589,0.39,0.54,2,155,3,0,1,0,support,low,0.15000000000000002
590,0.38,0.55,2,148,3,0,1,0,support,low,0.17000000000000004
591,0.66,0.67,2,255,3,0,1,0,technical,low,0.010000000000000009
592,0.1,0.8,6,264,4,0,1,0,technical,low,0.7000000000000001
593,0.37,0.54,2,132,3,0,1,0,technical,low,0.17000000000000004
594,0.1,0.77,6,255,4,0,1,0,management,low,0.67
595,0.09,0.87,5,263,4,0,1,0,IT,low,0.78
596,0.86,0.84,5,222,5,0,1,0,IT,low,-0.020000000000000018
597,0.11,0.9,6,263,4,0,1,0,IT,low,0.79
598,0.37,0.46,2,157,3,0,1,0,IT,low,0.09000000000000002
599,0.11,0.92,7,307,4,0,1,0,IT,low,0.81
602,0.1,0.84,7,250,4,0,1,0,product_mng,low,0.74
603,0.83,0.9,5,245,5,0,1,0,product_mng,low,0.07000000000000006
604,0.11,0.79,6,292,4,0,1,0,IT,low,0.68
605,0.86,0.92,5,252,5,0,1,0,RandD,low,0.06000000000000005
606,0.38,0.56,2,161,3,0,1,0,RandD,medium,0.18000000000000005
607,0.11,0.88,5,250,4,0,1,0,RandD,medium,0.77
608,0.45,0.49,2,134,3,0,1,0,RandD,medium,0.03999999999999998
609,0.1,0.85,7,279,4,0,1,0,RandD,medium,0.75
610,0.09,0.95,7,256,4,0,1,0,marketing,medium,0.86
611,0.39,0.53,2,127,3,0,1,0,sales,medium,0.14
612,0.37,0.47,2,138,3,1,1,0,accounting,medium,0.09999999999999998
613,0.81,0.97,5,243,5,0,1,0,support,medium,0.15999999999999992
614,0.09,0.9,7,296,4,0,1,0,technical,medium,0.81
615,0.1,0.88,7,267,4,0,1,0,management,medium,0.78
616,0.39,0.49,2,144,3,0,1,0,marketing,medium,0.09999999999999998
617,0.83,0.95,4,251,5,0,1,0,marketing,medium,0.12
618,0.45,0.57,2,148,3,0,1,0,marketing,high,0.11999999999999994
619,0.43,0.51,2,141,3,0,1,0,sales,low,0.08000000000000002
620,0.8,0.75,3,268,2,0,1,0,sales,medium,-0.050000000000000044
621,0.1,0.86,6,247,4,0,1,0,sales,medium,0.76
622,0.1,0.55,2,247,4,0,1,0,sales,medium,0.45000000000000007
623,0.36,0.52,2,146,3,0,1,0,sales,medium,0.16000000000000003
624,0.38,0.5,2,140,3,0,1,0,sales,low,0.12
626,0.44,0.49,2,145,3,0,1,0,sales,low,0.04999999999999999
627,0.41,0.46,2,156,3,1,1,0,sales,low,0.050000000000000044
629,0.46,0.54,2,144,3,0,1,0,sales,low,0.08000000000000002
630,0.1,0.9,7,286,4,0,1,0,sales,low,0.8
631,0.34,0.67,4,141,2,0,1,0,sales,low,0.33
632,0.11,0.89,6,260,5,0,1,0,sales,low,0.78
633,0.38,0.56,2,154,3,0,1,0,sales,low,0.18000000000000005
634,0.82,0.92,5,225,5,0,1,0,sales,low,0.10000000000000009
635,0.39,0.57,2,127,3,0,1,0,sales,low,0.17999999999999994
636,0.44,0.53,2,140,3,0,1,0,sales,low,0.09000000000000002
637,0.43,0.52,2,147,3,0,1,0,sales,low,0.09000000000000002
638,0.84,0.83,4,227,5,0,1,0,accounting,low,-0.010000000000000009
639,0.43,0.48,2,153,3,0,1,0,accounting,low,0.04999999999999999
640,0.37,0.52,2,128,3,0,1,0,accounting,low,0.15000000000000002
641,0.74,0.97,4,228,5,0,1,0,hr,low,0.22999999999999998
642,0.73,0.97,5,235,5,0,1,0,hr,low,0.24
643,0.37,0.47,2,148,3,0,1,0,hr,low,0.09999999999999998
644,0.58,0.62,4,238,3,0,1,0,hr,low,0.040000000000000036
645,0.4,0.54,2,141,3,0,1,0,technical,medium,0.14
646,0.51,0.83,5,249,4,0,1,0,technical,medium,0.31999999999999995
647,0.46,0.5,2,151,3,0,1,0,technical,medium,0.03999999999999998
648,0.45,0.54,2,129,3,0,1,0,technical,medium,0.09000000000000002
649,0.46,0.5,2,156,3,0,1,0,technical,medium,0.03999999999999998
650,0.39,0.45,2,134,3,0,1,0,technical,medium,0.06
651,0.09,0.88,6,269,4,0,1,0,technical,medium,0.79
652,0.09,0.77,6,290,4,0,1,0,technical,medium,0.68
653,0.37,0.51,2,132,3,0,1,0,technical,medium,0.14
654,0.1,0.89,7,308,4,0,1,0,technical,medium,0.79
655,0.77,1.0,4,232,5,0,1,0,technical,medium,0.22999999999999998
656,0.79,0.86,5,235,5,0,1,0,support,medium,0.06999999999999995
657,0.43,0.55,2,130,3,0,1,0,support,high,0.12000000000000005
658,0.38,0.53,2,146,3,0,1,0,support,low,0.15000000000000002
660,0.44,0.5,2,130,3,0,1,0,support,medium,0.06
661,0.39,0.46,2,136,3,0,1,0,support,medium,0.07
663,0.1,0.79,6,256,5,0,1,0,support,low,0.6900000000000001
664,0.1,0.77,5,276,4,0,1,0,support,low,0.67
665,0.75,0.85,5,267,5,0,1,0,support,low,0.09999999999999998
666,0.46,0.62,6,213,3,0,1,0,support,low,0.15999999999999998
668,0.1,0.92,6,258,4,0,1,0,technical,low,0.8200000000000001
669,0.72,0.6,3,153,5,0,1,0,technical,low,-0.12
670,0.11,0.95,6,245,4,0,1,0,management,low,0.84
671,0.11,0.94,6,264,4,0,1,0,IT,low,0.83
672,0.46,0.57,2,154,3,0,1,0,IT,low,0.10999999999999993
673,0.37,0.46,2,149,3,0,1,0,IT,low,0.09000000000000002
674,0.46,0.5,2,157,3,0,1,0,IT,low,0.03999999999999998
675,0.43,0.57,2,127,3,0,1,0,IT,low,0.13999999999999996
676,0.11,0.82,6,270,4,0,1,0,product_mng,low,0.71
678,0.43,0.47,2,158,3,0,1,0,product_mng,low,0.03999999999999998
679,0.86,1.0,5,229,5,0,1,0,product_mng,low,0.14
680,0.1,0.83,6,269,4,0,1,0,IT,low,0.73
681,0.4,0.49,2,128,3,0,1,0,sales,low,0.08999999999999997
682,0.11,0.87,7,278,4,0,1,0,sales,low,0.76
683,0.86,0.98,3,158,5,0,1,0,sales,low,0.12
684,0.42,1.0,3,202,3,0,1,0,sales,medium,0.5800000000000001
685,0.79,0.84,4,240,5,0,1,0,sales,medium,0.04999999999999993
686,0.1,0.96,7,255,4,0,1,0,marketing,medium,0.86
687,0.09,0.92,7,254,4,0,1,0,sales,medium,0.8300000000000001
688,0.09,0.82,6,257,4,0,1,0,accounting,medium,0.73
689,0.87,1.0,4,228,5,0,1,0,support,medium,0.13
690,0.36,0.49,2,145,3,0,1,0,technical,medium,0.13
691,0.42,0.75,3,218,4,0,1,0,management,medium,0.33
692,0.84,0.86,5,268,5,0,1,0,marketing,medium,0.020000000000000018
693,0.1,0.83,6,278,4,0,1,0,marketing,medium,0.73
694,0.78,0.71,3,249,5,0,1,0,marketing,medium,-0.07000000000000006
695,0.35,0.99,3,236,4,0,1,0,sales,medium,0.64
696,0.1,0.81,7,291,4,0,1,0,sales,high,0.7100000000000001
697,0.11,0.8,6,306,4,0,1,0,sales,low,0.6900000000000001
698,0.43,0.48,2,135,3,0,1,0,sales,medium,0.04999999999999999
699,0.38,0.45,2,156,3,0,1,0,sales,medium,0.07
700,0.46,0.54,2,143,3,0,1,0,sales,medium,0.08000000000000002
701,0.89,0.82,4,243,5,0,1,0,sales,medium,-0.07000000000000006
702,0.45,0.5,2,147,3,0,1,0,sales,low,0.04999999999999999
703,0.44,0.53,2,159,3,0,1,0,sales,low,0.09000000000000002
704,0.74,0.54,5,216,3,0,1,0,sales,low,-0.19999999999999996
705,0.45,0.54,2,152,3,0,1,0,sales,low,0.09000000000000002
706,0.79,0.93,4,226,5,0,1,0,sales,low,0.14
707,0.79,0.91,5,271,5,0,1,0,sales,low,0.12
708,0.11,0.87,6,255,4,0,1,0,sales,low,0.76
709,0.42,0.48,2,140,3,0,1,0,sales,low,0.06
710,0.64,0.9,6,252,2,0,1,0,sales,low,0.26
711,0.4,0.55,2,159,3,0,1,0,sales,low,0.15000000000000002
712,0.84,0.98,5,270,5,0,1,0,sales,low,0.14
713,0.73,0.92,5,232,5,0,1,0,sales,low,0.19000000000000006
714,0.4,0.51,2,144,3,0,1,0,accounting,low,0.10999999999999999
715,0.36,0.45,2,127,3,0,1,0,accounting,low,0.09000000000000002
716,0.43,0.47,2,131,3,0,1,0,accounting,low,0.03999999999999998
717,0.11,0.78,6,243,4,0,1,0,hr,low,0.67
719,0.8,1.0,5,260,5,0,1,0,hr,low,0.19999999999999996
720,0.42,0.49,2,139,3,0,1,0,hr,low,0.07
721,0.31,0.87,4,184,3,0,1,0,technical,low,0.56
722,0.44,0.47,2,130,3,0,1,0,technical,low,0.02999999999999997
723,0.38,0.54,2,135,3,0,1,0,technical,medium,0.16000000000000003
724,0.45,0.56,2,146,3,0,1,0,technical,medium,0.11000000000000004
725,0.43,0.46,2,149,3,0,1,0,technical,medium,0.030000000000000027
726,0.45,0.46,2,153,3,1,1,0,technical,medium,0.010000000000000009
727,0.43,0.57,2,160,3,0,1,0,technical,medium,0.13999999999999996
728,0.43,0.49,2,160,3,0,1,0,technical,medium,0.06
729,0.09,0.83,6,282,4,0,1,0,technical,medium,0.74
730,0.43,0.47,2,128,3,0,1,0,technical,medium,0.03999999999999998
731,0.79,0.94,4,232,5,0,1,0,technical,medium,0.1499999999999999
732,0.85,0.58,3,226,2,0,1,0,support,medium,-0.27
733,0.38,0.45,2,129,3,0,1,0,support,medium,0.07
734,0.11,0.92,7,255,4,0,1,0,support,medium,0.81
735,0.83,0.99,5,258,5,0,1,0,support,high,0.16000000000000003
736,0.81,0.91,4,229,5,0,1,0,support,low,0.09999999999999998
737,0.42,0.56,2,143,3,0,1,0,support,medium,0.14000000000000007
738,0.11,0.87,6,257,4,0,1,0,support,medium,0.76
739,0.11,0.85,7,275,4,0,1,0,support,medium,0.74
740,0.1,0.89,7,291,4,0,1,0,support,medium,0.79
741,0.5,0.54,5,153,4,0,1,0,support,low,0.040000000000000036
742,0.44,0.49,2,154,3,0,1,0,support,low,0.04999999999999999
743,0.11,0.9,6,301,4,0,1,0,technical,low,0.79
744,0.39,0.52,2,134,3,0,1,0,technical,low,0.13
745,0.11,0.78,6,245,4,0,1,0,technical,low,0.67
746,0.36,0.5,2,132,3,0,1,0,management,low,0.14
747,0.43,0.51,2,130,3,0,1,0,IT,low,0.08000000000000002
748,0.4,0.5,2,127,3,0,1,0,IT,low,0.09999999999999998
750,0.38,0.49,2,145,3,0,1,0,IT,low,0.10999999999999999
751,0.46,0.45,2,138,3,0,1,1,IT,low,-0.010000000000000009
752,0.37,0.57,2,129,3,0,1,0,product_mng,low,0.19999999999999996
753,0.43,0.52,2,150,3,0,1,0,product_mng,low,0.09000000000000002
754,0.66,0.93,5,253,5,0,1,0,product_mng,low,0.27
755,0.37,0.48,2,160,3,0,1,0,product_mng,low,0.10999999999999999
756,0.77,0.92,5,235,5,0,1,0,IT,low,0.15000000000000002
757,0.38,0.55,2,151,3,0,1,0,sales,low,0.17000000000000004
758,0.39,0.54,2,127,3,0,1,0,sales,low,0.15000000000000002
759,0.41,0.55,2,151,3,0,1,0,sales,low,0.14000000000000007
760,0.1,0.9,7,290,4,0,1,0,sales,low,0.8
761,0.09,0.93,6,249,4,0,1,0,sales,low,0.8400000000000001
762,0.41,0.47,2,131,3,0,1,0,marketing,medium,0.06
763,0.39,0.46,2,159,3,0,1,0,sales,medium,0.07
764,0.83,0.99,4,223,5,0,1,0,accounting,medium,0.16000000000000003
765,0.09,0.87,3,214,2,0,1,0,support,medium,0.78
766,0.75,0.81,5,227,5,0,1,0,technical,medium,0.06000000000000005
767,0.44,0.54,2,127,3,0,1,0,management,medium,0.10000000000000003
768,0.1,0.84,6,293,5,0,1,0,marketing,medium,0.74
769,0.42,0.46,2,141,3,0,1,0,marketing,medium,0.040000000000000036
770,0.1,0.83,6,300,4,0,1,0,marketing,medium,0.73
771,0.1,0.86,6,309,4,0,1,0,sales,medium,0.76
772,0.31,0.77,4,149,3,0,1,0,sales,medium,0.46
773,0.42,0.54,2,159,3,0,1,0,sales,medium,0.12000000000000005
774,0.38,0.5,2,152,3,0,1,0,sales,high,0.12
775,0.39,0.57,2,158,3,0,1,0,sales,low,0.17999999999999994
776,0.1,0.97,6,254,5,0,1,0,sales,medium,0.87
777,0.11,0.93,6,294,4,0,1,0,sales,medium,0.8200000000000001
778,0.1,0.92,7,269,4,0,1,0,sales,medium,0.8200000000000001
779,0.11,0.9,7,247,4,0,1,0,sales,medium,0.79
780,0.44,0.65,3,271,4,0,1,0,sales,low,0.21000000000000002
781,0.91,0.96,4,232,5,0,1,0,sales,low,0.04999999999999993
782,0.72,1.0,4,245,5,0,1,0,sales,low,0.28
783,0.36,0.46,2,132,3,0,1,0,sales,low,0.10000000000000003
784,0.44,0.57,2,131,3,0,1,0,sales,low,0.12999999999999995
785,0.85,0.99,5,248,5,0,1,0,sales,low,0.14
786,0.78,0.93,5,225,5,0,1,0,sales,low,0.15000000000000002
787,0.39,0.46,2,156,3,0,1,0,sales,low,0.07
788,0.78,0.81,3,222,2,0,1,0,sales,low,0.030000000000000027
789,0.1,0.92,6,243,4,1,1,0,sales,low,0.8200000000000001
790,0.23,0.99,4,204,4,1,1,0,accounting,low,0.76
791,0.11,0.87,6,301,4,0,1,0,accounting,low,0.76
792,0.9,0.83,5,259,5,0,1,0,accounting,low,-0.07000000000000006
793,0.91,0.89,4,247,5,0,1,0,hr,low,-0.020000000000000018
794,0.11,0.79,7,295,4,0,1,0,hr,low,0.68
795,0.43,0.54,2,150,3,0,1,0,hr,low,0.11000000000000004
796,0.45,0.49,2,151,3,0,1,0,hr,low,0.03999999999999998
797,0.11,0.91,5,291,4,0,1,0,technical,low,0.8
798,0.11,0.93,6,253,4,1,1,0,technical,low,0.8200000000000001
799,0.43,0.5,2,161,3,0,1,0,technical,low,0.07
801,0.43,0.55,2,153,3,0,1,0,technical,medium,0.12000000000000005
803,0.1,0.77,6,310,4,0,1,0,technical,medium,0.67
804,0.81,0.95,5,266,5,0,1,0,technical,medium,0.1399999999999999
805,0.36,0.62,4,237,2,0,1,0,technical,medium,0.26
806,0.45,0.54,2,138,3,0,1,0,technical,medium,0.09000000000000002
807,0.86,1.0,5,227,5,0,1,0,technical,medium,0.14
808,0.71,1.0,4,300,5,0,1,0,support,medium,0.29000000000000004
809,0.11,0.97,7,310,4,0,1,0,support,medium,0.86
810,0.84,0.93,5,236,5,0,1,0,support,medium,0.09000000000000008
811,0.09,0.97,7,288,4,0,1,0,support,medium,0.88
812,0.38,0.49,2,127,3,0,1,0,support,medium,0.10999999999999999
813,0.15,0.55,6,139,4,0,1,0,support,high,0.4
814,0.1,0.92,7,253,4,1,1,0,support,low,0.8200000000000001
815,0.8,0.97,4,218,5,1,1,0,support,medium,0.16999999999999993
816,0.84,0.97,5,251,5,0,1,0,support,medium,0.13
817,0.11,0.87,6,264,4,0,1,0,support,medium,0.76
818,0.89,0.79,3,149,2,0,1,0,support,medium,-0.09999999999999998
819,0.45,0.51,2,138,3,0,1,0,technical,low,0.06
820,0.11,0.93,7,284,4,0,1,0,technical,low,0.8200000000000001
821,0.74,0.93,5,244,5,0,1,0,technical,low,0.19000000000000006
822,0.41,0.5,2,128,3,0,1,0,management,low,0.09000000000000002
823,0.44,0.53,2,154,3,0,1,0,IT,low,0.09000000000000002
824,0.37,0.56,2,138,3,0,1,0,IT,low,0.19000000000000006
825,0.11,0.86,6,308,4,0,1,0,IT,low,0.75
826,0.1,0.93,6,269,4,0,1,0,IT,low,0.8300000000000001
827,0.7,0.74,6,136,3,0,1,0,IT,low,0.040000000000000036
828,0.59,1.0,2,160,5,0,1,0,product_mng,low,0.41000000000000003
829,0.38,0.53,2,138,3,0,1,0,product_mng,low,0.15000000000000002
830,0.72,0.95,4,220,5,0,1,0,product_mng,low,0.22999999999999998
831,0.73,1.0,5,274,5,0,1,0,product_mng,low,0.27
832,0.39,0.48,2,161,3,0,1,0,IT,low,0.08999999999999997
834,0.89,1.0,4,260,5,0,1,0,RandD,low,0.10999999999999999
835,0.11,0.78,6,300,4,1,1,0,RandD,low,0.67
836,0.43,0.56,2,133,3,0,1,0,RandD,low,0.13000000000000006
837,0.09,0.93,6,308,4,0,1,0,RandD,low,0.8400000000000001
839,0.37,0.53,2,126,3,0,1,0,sales,low,0.16000000000000003
840,0.36,0.56,2,138,3,0,1,0,accounting,medium,0.20000000000000007
841,0.11,0.85,6,299,4,0,1,0,support,medium,0.74
842,0.1,0.85,6,254,4,0,1,0,technical,medium,0.75
843,0.66,0.47,7,156,2,0,1,0,management,medium,-0.19000000000000006
844,0.39,0.47,2,152,3,0,1,0,marketing,medium,0.07999999999999996
845,0.44,0.51,2,146,3,0,1,0,marketing,medium,0.07
846,0.1,0.84,6,253,4,0,1,0,marketing,medium,0.74
848,0.1,0.81,6,301,4,1,1,0,sales,medium,0.7100000000000001
849,0.54,0.94,6,294,3,0,1,0,sales,medium,0.3999999999999999
850,0.37,0.47,2,151,3,0,1,0,sales,medium,0.09999999999999998
851,0.37,0.57,2,128,3,0,1,0,sales,medium,0.19999999999999996
852,0.82,0.89,5,217,5,0,1,0,sales,high,0.07000000000000006
853,0.45,0.52,2,160,3,0,1,0,sales,low,0.07
854,0.79,0.9,5,263,5,0,1,0,sales,medium,0.10999999999999999
855,0.42,0.56,2,156,3,0,1,0,sales,medium,0.14000000000000007
856,0.1,0.85,6,273,4,0,1,0,sales,medium,0.75
857,0.11,0.78,6,303,4,0,1,0,sales,medium,0.67
858,0.74,1.0,4,253,5,0,1,0,sales,low,0.26
859,0.1,0.93,6,270,4,0,1,0,sales,low,0.8300000000000001
